StockNo,VIN,Year,Make,Model,Trim,Condition,Mileage,InventorySince,AgeinDays,InternetPrice,MSRP,InvoicePrice,ExteriorColor,InteriorColor,Location,ShowroomTitle,Options,Type,Length,SleepingCapacity,FuelType,AirConditioners,Awnings,LevelingJacks,Serial.No,Status,LotName,Storename,LocationDescription
"27401","4YDT27428K7244210","2019","KEYSTONE RV","HIDEOUT","274LHS","NEW","0","11 JUL 18","14","0.00","24,946.05","15,891.00","","LODGE","CLE","2019 KEYSTONE RV HIDEOUT 274LH","COMFORT PACKAGE^^ELECTRIC AWNING^^POWER TONGUE JACK^^4 STABLILZER JACKS^^CENTRAL VACUUM^^14' SPARE TIRE KIT^^15 BTU A/C DUCTED^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","27","0","","0","YES","NO","K7244210","O","CALERA","CALERA",""
"27403","4YDF26226K7243194","2019","KEYSTONE RV","HIDEOUT","262RES","NEW","0","11 JUL 18","14","0.00","39,229.30","25,656.00","","LODGE","CLE","2019 KEYSTONE RV HIDEOUT 262RE","PLATINUM PACKAGE^^HIDEOUT LUXURY PACKAGE^^RADIAL TIRES^^6GALLON GAS/ELECTRIC WATER HEA^^DOUBLE DOOR REFRIGERATOR^^OUTSIDE SPEAKERS^^EXTERIOR SHOWER^^TINTED SAFETY GLASS^^CARBON MONOXIDE DETECTOR^^ELECTRIC AWNING^^XL ELECTRIC ASSIST HANDLE^^COLD MOUNTAIN PACKAGE^^CENTRAL VACUUM^^ELECTRIC REAR STABILIZER JACK^^15 BTU A/C DUCTED^^ALUMINUM WHEELS^^15' SPARE TIRE KIT^^50 AMP SERVICE/WIRE AND BRACE^^2ND A/C^^EXTERIOR LADDER^^RVIA SEAL^^DIXIE","5TH WHEEL","26","0","","0","YES","NO","K7243194","O","CALERA","CALERA",""
"27404","573FS4228J9900503","2019","GRAND DESIGN","SOLITUDE","3740BH-R","NEW","0","11 JUL 18","14","0.00","83,967.40","50,806.00","","JAVA","HMD","2019 GRAND DESIGN SOLITUDE 374","RESIDENTIAL LIVING PACKAGE^^ROLLER SHADES^^SOLID STEP QUAD ENTRY STEPS^^KEYED A LIKE^^STEALTH A/C SYSTEM^^PEACE OF MIND PACKAGE^^WEATHER-TEK PACKAGE^^MAX-BUILT CONSTRUCTION PACKAGE^^18 CUBIC FOOT RESIDENTIAL REFE^^13.5 BTU SECOND A/C^^2ND PATIO AWNING^^TV BEDROOM^^ELECTRIC FIREPLACE^^12V HEATERS^^6-POINT AUTO LEVELING SYSTEM^^G RATED TIRES^^CONVECTION MICROWAVE^^HEAT PUMP A/C^^KING BED UPGRADE^^SLIDE-OUT AWNING^^RVIA SEAL^^DIXIE","5TH WHEEL","37","0","","0","YES","NO","J9900503","O","HAMMOND","HAMMOND",""
"27405","573FM4022K1112618","2019","GRAND DESIGN","MOMENTUM","351M","NEW","0","11 JUL 18","14","0.00","103,082.65","62,391.00","","MOCHA","HMD","2019 GRAND DESIGN MOMENTUM 351","M-CLASS LUXURY INTERIOR PACKAG^^M-CLASS EXTERIOR PACKAGE^^GARAGE PACKAGE^^WEATHER-TEK INSULATION PACKAGE^^UNDER UNIT BLUE LED LIGHT KIT^^2ND A/C BEDROOM^^KITCHEN POWER FAN W/RAIN SENSO^^LOAD RANGE G TIRE UPGRADE^^CONVECTION MICROWAVE^^GARAGE LED HD TV^^AUXILLARY FRESH WATER TANK^^3 SEASON GARAGE WALL^^GENERATOR - ONAN 5.5KW GASOLIN^^3RD A/C GARAGE 13.5K BTU W/LOA^^HAPPI-JAC ELECTRIC BUNK SYSTEM^^REAR ALUMINUM DECK SYSTEM W/RE^^MOMENTUM PATIO CHAIRS^^EXTERIOR ENTERTAINMENT CENTER^^RVIA SEAL^^DIXIE","5TH WHEEL TOY HAULER","35","0","","0","YES","NO","K1112618","O","HAMMOND","HAMMOND",""
"27406","573FM4024K1112622","2019","GRAND DESIGN","MOMENTUM","351M","NEW","0","11 JUL 18","14","0.00","118,039.90","71,456.00","BLACK/METALLIC BLUE","OAKLEY","HMD","2019 GRAND DESIGN MOMENTUM 351","M-CLASS LUXURY INTERIOR PACKAG^^M-CLASS EXTERIOR PACKAGE^^GARAGE PACKAGE^^WEATHER-TEK INSULATION PACKAGE^^UNDER UNIT BLUE LED LIGHT KIT^^2ND A/C BEDROOM^^KITCHEN POWER FAN W/RAIN SENSO^^LOAD RANGE G TIRE UPGRADE^^CONVECTION MICROWAVE^^GARAGE LED HD TV^^AUXILLARY FRESH WATER TANK^^3 SEASON GARAGE WALL^^GENERATOR - ONAN 5.5KW GASOLIN^^3RD A/C GARAGE 13.5K BTU W/LOA^^KING BED UPGRADE^^ROCKFORD FOSGATE SPEAKER UPGRA^^HAPPI-JAC ELECTRIC BUNK SYSTEM^^REAR ALUMINUM DECK SYSTEM W/RE^^MOMENTUM PATIO CHAIRS^^EXTERIOR ENTERTAINMENT CENTER^^FULL BODY PAINT BLACK/METALLIC^^RVIA SEAL^^DIXIE","5TH WHEEL TOY HAULER","35","0","","0","YES","NO","K1112622","O","HAMMOND","HAMMOND",""
"27414","4YDT2742XK7243222","2019","KEYSTONE RV","HIDEOUT","274LHS","NEW","0","11 JUL 18","14","0.00","25,446.05","15,891.00","","LODGE","HMD","2019 KEYSTONE RV HIDEOUT 274LH","COMFORT PACKAGE^^ELECTRIC AWNING^^POWER TONGUE JACK^^4 STABLILZER JACKS^^CENTRAL VACUUM^^14' SPARE TIRE KIT^^15 BTU A/C DUCTED^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","27","0","","0","YES","NO","K7243222","O","HAMMOND","HAMMOND",""
"27415","4YDT27429K7244216","2019","KEYSTONE RV","HIDEOUT","274LHS","NEW","0","11 JUL 18","14","0.00","25,446.05","15,891.00","","LODGE","HMD","2019 KEYSTONE RV HIDEOUT 274LH","COMFORT PACKAGE^^ELECTRIC AWNING^^POWER TONGUE JACK^^4 STABLILZER JACKS^^CENTRAL VACUUM^^14' SPARE TIRE KIT^^15 BTU A/C DUCTED^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","27","0","","0","YES","NO","K7244216","O","HAMMOND","HAMMOND",""
"27416","4YDT17614KW243665","2019","KEYSTONE RV","HIDEOUT","176LHS","NEW","0","11 JUL 18","14","0.00","18,037.05","11,111.00","","CANYON","HMD","2019 KEYSTONE RV HIDEOUT 176LH","SELECT PACKAGE^^13.5 BTU AC NOT DUCTED^^4 STABLILZER JACKS^^6 CUBIC FOOT REFER^^14' SPARE TIRE KIT^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","17","0","","0","NO","NO","KW243665","O","HAMMOND","HAMMOND",""
"27417","4YDT17611KW243669","2019","KEYSTONE RV","HIDEOUT","176LHS","NEW","0","11 JUL 18","14","0.00","18,037.05","11,111.00","","CANYON","HMD","2019 KEYSTONE RV HIDEOUT 176LH","SELECT PACKAGE^^13.5 BTU AC NOT DUCTED^^4 STABLILZER JACKS^^6 CUBIC FOOT REFER^^14' SPARE TIRE KIT^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","17","0","","0","NO","NO","KW243669","O","HAMMOND","HAMMOND",""
"27419","4YDF3082XK7243264","2019","KEYSTONE RV","HIDEOUT","308BHDS","NEW","0","11 JUL 18","14","0.00","41,418.80","26,746.00","","LODGE","HMD","2019 KEYSTONE RV HIDEOUT 308BH","PLATINUM PACKAGE^^HIDEOUT LUXURY PACKAGE^^LCD TV^^RADIAL TIRES^^6GALLON GAS/ELECTRIC WATER HEA^^DOUBLE DOOR REFRIGERATOR^^OUTSIDE SPEAKERS^^EXTERIOR SHOWER^^TINTED SAFETY GLASS^^CARBON MONOXIDE DETECTOR^^ELECTRIC AWNING^^XL ELECTRIC ASSIST HANDLE^^COLD MOUNTAIN PACKAGE^^CENTRAL VACUUM^^ELECTRIC REAR STABILIZER JACK^^15 BTU A/C DUCTED^^ALUMINUM WHEELS^^15' SPARE TIRE KIT^^50 AMP SERVICE/WIRE AND BRACE^^2ND A/C^^EXTERIOR LADDER^^RVIA SEAL^^DIXIE","5TH WHEEL","30","0","","0","YES","NO","K7243264","O","HAMMOND","HAMMOND",""
"27420","4YDF2622XK7244171","2019","KEYSTONE RV","HIDEOUT","262RES","NEW","0","11 JUL 18","14","0.00","39,729.30","25,656.00","","TIMBER","HMD","2019 KEYSTONE RV HIDEOUT 262RE","PLATINUM PACKAGE^^HIDEOUT LUXURY PACKAGE^^RADIAL TIRES^^6GALLON GAS/ELECTRIC WATER HEA^^DOUBLE DOOR REFRIGERATOR^^OUTSIDE SPEAKERS^^EXTERIOR SHOWER^^TINTED SAFETY GLASS^^CARBON MONOXIDE DETECTOR^^ELECTRIC AWNING^^XL ELECTRIC ASSIST HANDLE^^COLD MOUNTAIN PACKAGE^^CENTRAL VACUUM^^ELECTRIC REAR STABILIZER JACK^^15 BTU A/C DUCTED^^ALUMINUM WHEELS^^15' SPARE TIRE KIT^^50 AMP SERVICE/WIRE AND BRACE^^2ND A/C^^EXTERIOR LADDER^^RVIA SEAL^^DIXIE","5TH WHEEL","26","0","","0","YES","NO","K7244171","O","HAMMOND","HAMMOND",""
"27421","573FS422XK9900504","2019","GRAND DESIGN","SOLITUDE","3740BH-R","NEW","0","11 JUL 18","14","0.00","84,574.15","51,301.00","","JAVA","LFT","2019 GRAND DESIGN SOLITUDE 374","RESIDENTIAL LIVING PACKAGE^^ROLLER SHADES^^SOLID STEP QUAD ENTRY STEPS^^KEYED A LIKE^^STEALTH A/C SYSTEM^^PEACE OF MIND PACKAGE^^WEATHER-TEK PACKAGE^^MAX-BUILT CONSTRUCTION PACKAGE^^18 CUBIC FOOT RESIDENTIAL REFE^^13.5 BTU SECOND A/C^^2ND PATIO AWNING^^TV BEDROOM^^ELECTRIC FIREPLACE^^12V HEATERS^^6-POINT AUTO LEVELING SYSTEM^^G RATED TIRES^^CONVECTION MICROWAVE^^SUPER SOFA^^HEAT PUMP A/C^^KING BED UPGRADE^^SLIDE-OUT AWNING^^RVIA SEAL^^DIXIE","5TH WHEEL","37","0","","0","YES","NO","K9900504","O","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27425","4YDF26222K7243192","2019","KEYSTONE RV","HIDEOUT","262RES","NEW","0","11 JUL 18","14","0.00","39,529.30","25,656.00","","TIMBER","LFT","2019 KEYSTONE RV HIDEOUT 262RE","PLATINUM PACKAGE^^HIDEOUT LUXURY PACKAGE^^RADIAL TIRES^^6GALLON GAS/ELECTRIC WATER HEA^^DOUBLE DOOR REFRIGERATOR^^OUTSIDE SPEAKERS^^EXTERIOR SHOWER^^TINTED SAFETY GLASS^^CARBON MONOXIDE DETECTOR^^ELECTRIC AWNING^^XL ELECTRIC ASSIST HANDLE^^COLD MOUNTAIN PACKAGE^^CENTRAL VACUUM^^ELECTRIC REAR STABILIZER JACK^^15 BTU A/C DUCTED^^ALUMINUM WHEELS^^15' SPARE TIRE KIT^^50 AMP SERVICE/WIRE AND BRACE^^2ND A/C^^EXTERIOR LADDER^^RVIA SEAL^^DIXIE","5TH WHEEL","26","0","","0","YES","NO","K7243192","O","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27426","4YDF30825K7243253","2019","KEYSTONE RV","HIDEOUT","308BHDS","NEW","0","11 JUL 18","14","0.00","41,218.80","26,746.00","","LODGE","LFT","2019 KEYSTONE RV HIDEOUT 308BH","PLATINUM PACKAGE^^HIDEOUT LUXURY PACKAGE^^LCD TV^^RADIAL TIRES^^6GALLON GAS/ELECTRIC WATER HEA^^DOUBLE DOOR REFRIGERATOR^^OUTSIDE SPEAKERS^^EXTERIOR SHOWER^^TINTED SAFETY GLASS^^CARBON MONOXIDE DETECTOR^^ELECTRIC AWNING^^XL ELECTRIC ASSIST HANDLE^^COLD MOUNTAIN PACKAGE^^CENTRAL VACUUM^^ELECTRIC REAR STABILIZER JACK^^15 BTU A/C DUCTED^^ALUMINUM WHEELS^^15' SPARE TIRE KIT^^50 AMP SERVICE/WIRE AND BRACE^^2ND A/C^^EXTERIOR LADDER^^RVIA SEAL^^DIXIE","5TH WHEEL","30","0","","0","YES","NO","K7243253","O","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27429","1UJBJ0BU7K1EA0140","2019","JAYCO","EAGLE","330RSTS","NEW","0","11 JUL 18","14","0.00","54,726.00","38,165.00","","MODERN FARMHOUSE","ABB","2019 JAYCO EAGLE 330RSTS","CUSTOMER VALUE PACKAGE^^LUXURY PACKAGE^^A/C 15,000 2ND IN BEDROOM^^KING BED^^REFRIGERATOR, RESIDENTIAL^^AWNING, POWER^^TV, 32' IN BEDROOM^^SANICON DUMP SYSTEM^^DPU^^DIXIE","TRAVEL TRAILER","33","0","","0","YES","NO","K1EA0140","O","ACADIANA","ACADIANA",""
"27430","1UJBJ0BU6K1EE0080","2019","JAYCO","EAGLE","322RLOK","NEW","0","11 JUL 18","14","0.00","56,091.00","39,140.00","","MODERN FARMHOUSE","ABB","2019 JAYCO EAGLE 322RLOK","CUSTOMER VALUE PACKAGE^^LUXURY PACKAGE^^A/C 15,000 2ND IN BEDROOM^^KING BED^^REFRIGERATOR, RESIDENTIAL^^AWNING, POWER^^TV, 32' IN OUTSIDE KITCHEN^^TV, 32' IN BEDROOM^^ISLAND, ROLLING^^DPU^^DIXIE","TRAVEL TRAILER","32","0","","0","YES","NO","K1EE0080","O","ACADIANA","ACADIANA",""
"27434","4YDF30821K7243265","2019","KEYSTONE RV","HIDEOUT","308BHDS","NEW","0","11 JUL 18","14","0.00","41,468.80","26,746.00","","LODGE","ABB","2019 KEYSTONE RV HIDEOUT 308BH","PLATINUM PACKAGE^^HIDEOUT LUXURY PACKAGE^^LCD TV^^RADIAL TIRES^^6GALLON GAS/ELECTRIC WATER HEA^^DOUBLE DOOR REFRIGERATOR^^OUTSIDE SPEAKERS^^EXTERIOR SHOWER^^TINTED SAFETY GLASS^^CARBON MONOXIDE DETECTOR^^ELECTRIC AWNING^^XL ELECTRIC ASSIST HANDLE^^COLD MOUNTAIN PACKAGE^^CENTRAL VACUUM^^ELECTRIC REAR STABILIZER JACK^^15 BTU A/C DUCTED^^ALUMINUM WHEELS^^15' SPARE TIRE KIT^^50 AMP SERVICE/WIRE AND BRACE^^2ND A/C^^EXTERIOR LADDER^^RVIA SEAL^^DIXIE","5TH WHEEL","30","0","","0","YES","NO","K7243265","O","ACADIANA","ACADIANA",""
"27436","4YDF26224K7243193","2019","KEYSTONE RV","HIDEOUT","262RES","NEW","0","11 JUL 18","14","0.00","39,779.30","25,656.00","","TIMBER","ABB","2019 KEYSTONE RV HIDEOUT 262RE","PLATINUM PACKAGE^^HIDEOUT LUXURY PACKAGE^^RADIAL TIRES^^6GALLON GAS/ELECTRIC WATER HEA^^DOUBLE DOOR REFRIGERATOR^^OUTSIDE SPEAKERS^^EXTERIOR SHOWER^^TINTED SAFETY GLASS^^CARBON MONOXIDE DETECTOR^^ELECTRIC AWNING^^XL ELECTRIC ASSIST HANDLE^^COLD MOUNTAIN PACKAGE^^CENTRAL VACUUM^^ELECTRIC REAR STABILIZER JACK^^15 BTU A/C DUCTED^^ALUMINUM WHEELS^^15' SPARE TIRE KIT^^50 AMP SERVICE/WIRE AND BRACE^^2ND A/C^^EXTERIOR LADDER^^RVIA SEAL^^DIXIE","5TH WHEEL","26","0","","0","YES","NO","K7243193","O","ACADIANA","ACADIANA",""
"27438","4YDT27421K7244209","2019","KEYSTONE RV","HIDEOUT","274LHS","NEW","0","11 JUL 18","14","0.00","25,496.05","15,891.00","","LODGE","ABB","2019 KEYSTONE RV HIDEOUT 274LH","COMFORT PACKAGE^^ELECTRIC AWNING^^POWER TONGUE JACK^^4 STABLILZER JACKS^^CENTRAL VACUUM^^14' SPARE TIRE KIT^^15 BTU A/C DUCTED^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","27","0","","0","YES","NO","K7244209","O","ACADIANA","ACADIANA",""
"27439","4YDT27422K7244218","2019","KEYSTONE RV","HIDEOUT","274LHS","NEW","0","11 JUL 18","14","0.00","25,496.05","15,891.00","","TIMBER","ABB","2019 KEYSTONE RV HIDEOUT 274LH","COMFORT PACKAGE^^ELECTRIC AWNING^^POWER TONGUE JACK^^4 STABLILZER JACKS^^CENTRAL VACUUM^^14' SPARE TIRE KIT^^15 BTU A/C DUCTED^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","27","0","","0","YES","NO","K7244218","O","ACADIANA","ACADIANA",""
"27442","1UJBJ0BR2K17X0201","2019","JAYCO","JAY FLIGHT SLX","287BHS","NEW","0","12 JUL 18","13","0.00","24,978.00","17,095.00","","WHEAT","ABB","2019 JAYCO JAY FLIGHT SLX 287B","CUSTOMER VALUE PACKAGE^^A/C 15,000 BTU^^UNDERBELLY ENCLOSED^^BEDSPREAD^^DPU^^DIXIE","TRAVEL TRAILER","28","0","","0","NO","NO","K17X0201","O","ACADIANA","ACADIANA",""
"27443","1UJBJ0BR4K17X0202","2019","JAYCO","JAY FLIGHT SLX","287BHS","NEW","0","12 JUL 18","13","0.00","24,978.00","17,095.00","","TRUFFLE","ABB","2019 JAYCO JAY FLIGHT SLX 287B","CUSTOMER VALUE PACKAGE^^A/C 15,000 BTU^^UNDERBELLY ENCLOSED^^BEDSPREAD^^DPU^^DIXIE","TRAVEL TRAILER","28","0","","0","NO","NO","K17X0202","O","ACADIANA","ACADIANA",""
"27444","1F66F5DYXJ0A19441","2019","JAYCO","PRECEPT","29V","NEW","0","12 JUL 18","13","0.00","122,076.00","89,210.00","","CHATEAU","ABB","2019 JAYCO PRECEPT 29V","CUSTOMER VALUE PACKAGE^^BUNK, FRONT OVERHEAD^^DIXIE","CLASS A MH","29","0","","0","NO","NO","0K1UV0081","O","ACADIANA","ACADIANA",""
"27445","B704915","2019","JAYCO","PRECEPT","29V","NEW","0","12 JUL 18","13","0.00","122,076.00","89,210.00","","CHATEAU","ABB","2019 JAYCO PRECEPT 29V","CUSTOMER VALUE PACKAGE^^BUNK, FRONT OVERHEAD^^DIXIE","CLASS A MH","29","0","","0","NO","NO","1K1UV0090","O","ACADIANA","ACADIANA",""
"27446","B664090","2019","JAYCO","ALANTE","31V","NEW","0","12 JUL 18","13","0.00","108,321.00","79,385.00","","ALBANY","ABB","2019 JAYCO ALANTE 31V","CUSTOM VALUE PACKAGE^^BUNK,  FRONT OVERHEAD^^REFRIGERATOR, 12CF^^TV, BEDROOM^^DIXIE","CLASS A MH","31","0","","0","NO","NO","6K1AB0111","O","ACADIANA","ACADIANA",""
"27447","B399346","2019","JAYCO","REDHAWK","25R","NEW","0","12 JUL 18","13","0.00","78,788.00","57,540.00","","NANTUCKET","ABB","2019 JAYCO REDHAWK 25R","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","25","0","","0","NO","NO","9K1XR0118","O","ACADIANA","ACADIANA",""
"27448","B321633","2019","JAYCO","REDHAWK","26XD","NEW","0","12 JUL 18","13","0.00","78,438.00","57,290.00","","NANTUCKET","ABB","2019 JAYCO REDHAWK 26XD","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","26","0","","0","NO","NO","2K1XD0189","O","ACADIANA","ACADIANA",""
"27454","B822105","2019","JAYCO","REDHAWK","26XD","NEW","0","13 JUL 18","12","0.00","78,438.00","57,290.00","","NANTUCKET","ABB","2019 JAYCO REDHAWK 26XD","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","26","0","","0","NO","NO","3K1XD0184","O","ACADIANA","ACADIANA",""
"27455","B590796","2019","JAYCO","GREYHAWK","26Y","NEW","0","13 JUL 18","12","0.00","94,048.00","68,440.00","","REGAL","ABB","2019 JAYCO GREYHAWK 26Y","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","26","0","","0","NO","NO","5K1MY0127","O","ACADIANA","ACADIANA",""
"27456","B211862","2019","JAYCO","GREYHAWK","29MV","NEW","0","13 JUL 18","12","0.00","100,334.00","72,930.00","","CHIFFON","ABB","2019 JAYCO GREYHAWK 29MV","CUSTOMER VALUE PACKAGE^^REFRIGERATOR^^A/C 11,00 BTU^^DIXIE","CLASS C MH","29","0","","0","NO","NO","2K1MV0194","O","ACADIANA","ACADIANA",""
"27457","B785004","2019","JAYCO","GREYHAWK","29MV","NEW","0","13 JUL 18","12","0.00","100,334.00","72,930.00","","REGAL","ABB","2019 JAYCO GREYHAWK 29MV","CUSTOMER VALUE PACKAGE^^REFRIGERATOR^^A/C 11,00 BTU^^DIXIE","CLASS C MH","29","0","","0","NO","NO","4K1MV0200","O","ACADIANA","ACADIANA",""
"27458","B946517","2019","JAYCO","GREYHAWK","30XP","NEW","0","13 JUL 18","12","0.00","111,737.00","81,075.00","DESERT GOLD W/AWNING","BRINDLE","ABB","2019 JAYCO GREYHAWK 30XP","CUSTOMER VALUE PACKAGE^^A/C 11,00 BTU^^DESERT GOLD W/AWNING PAINT PKG^^DIXIE","CLASS C MH","30","0","","0","YES","NO","3K1BX0075","O","ACADIANA","ACADIANA",""
"27459","B258088","2019","JAYCO","REDHAWK","31XL","NEW","0","13 JUL 18","12","0.00","81,938.00","59,790.00","","NANTUCKET","ABB","2019 JAYCO REDHAWK 31XL","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","31","0","","0","NO","NO","4K1XL0201","O","ACADIANA","ACADIANA",""
"27460","B980684","2019","JAYCO","REDHAWK","31XL","NEW","0","13 JUL 18","12","0.00","81,938.00","59,790.00","","NANTUCKET","ABB","2019 JAYCO REDHAWK 31XL","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","31","0","","0","NO","NO","5K1XL0207","O","ACADIANA","ACADIANA",""
"27461","B631447","2019","JAYCO","REDHAWK","31XL","NEW","0","13 JUL 18","12","0.00","81,938.00","59,790.00","","NANTUCKET","ABB","2019 JAYCO REDHAWK 31XL","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","31","0","","0","NO","NO","7K1XL0211","O","ACADIANA","ACADIANA",""
"27476","4YDT19010KT432559","2019","KEYSTONE RV","BULLET","1900RD","NEW","0","16 JUL 18","9","0.00","20,861.55","12,901.00","OXFORD GRAY","GUN METAL","LFT","2019 KEYSTONE RV BULLET 1900RD","OXFORD GRAY^^CROSSFIRE PACKAGE^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","19","0","","0","NO","NO","KT432559","O","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27477","4YDT19010KT432691","2019","KEYSTONE RV","BULLET","1900RD","NEW","0","16 JUL 18","9","0.00","20,861.55","12,901.00","OXFORD GRAY","SADDLEBROOK","LFT","2019 KEYSTONE RV BULLET 1900RD","OXFORD GRAY^^CROSSFIRE PACKAGE^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","19","0","","0","NO","NO","KT432691","O","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27480","1F66F5DY6J0A18223","2019","JAYCO","PRECEPT","36A","NEW","0","16 JUL 18","9","0.00","150,734.00","109,680.00","OCEANCREST","CHATEAU","LFT","2019 JAYCO PRECEPT 36A","CUSTOMER VALUE PACKAGE^^BUNK, FRONT OVERHEAD^^SOFA, THEATER SEATING POWER^^WASHER/DRYER^^PAINT, OCEANCREST^^DIXIE","CLASS A MH","36","0","","0","NO","NO","7K1UA0063","O","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27481","F921025","2019","JAYCO","ALANTE","31V","NEW","0","16 JUL 18","9","0.00","108,321.00","79,385.00","","NANTUCKET","LFT","2019 JAYCO ALANTE 31V","CUSTOM VALUE PACKAGE^^BUNK,  FRONT OVERHEAD^^REFRIGERATOR, 12CF^^TV, BEDROOM^^DIXIE","CLASS A MH","31","0","","0","NO","NO","XK1AV0113","O","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27482","1F66F5DY4J0A20486","2019","JAYCO","ALANTE","31R","NEW","0","16 JUL 18","9","0.00","113,508.00","83,090.00","","ALBANY","LFT","2019 JAYCO ALANTE 31R","CUSTOM VALUE PACKAGE^^BUNK,  FRONT OVERHEAD^^TV, BEDROOM^^DIXIE","CLASS A MH","31","0","","0","NO","NO","3K1AR0078","O","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27483","F630794","2019","JAYCO","PRECEPT","29V","NEW","0","16 JUL 18","9","0.00","122,076.00","89,210.00","","CHATEAU","LFT","2019 JAYCO PRECEPT 29V","CUSTOMER VALUE PACKAGE^^BUNK, FRONT OVERHEAD^^DIXIE","CLASS A MH","29","0","","0","NO","NO","6K1UV0098","O","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27484","F996858","2019","JAYCO","PRECEPT","29V","NEW","0","16 JUL 18","9","0.00","122,076.00","89,210.00","","CHATEAU","LFT","2019 JAYCO PRECEPT 29V","CUSTOMER VALUE PACKAGE^^BUNK, FRONT OVERHEAD^^DIXIE","CLASS A MH","29","0","","0","NO","NO","4K1UV0097","O","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27485","WDAPF4CCXJ9763024","2019","JAYCO","MELBOURNE","24AP","NEW","0","16 JUL 18","9","0.00","121,400.00","89,370.00","HOLLYWOOD","HUDSON","LFT","2019 JAYCO MELBOURNE 24AP","CUSTOMER VALUE PACKAGE^^SHADE, SUN FOLDING WINDSHIELD^^GENERATOR, 3.2 KW DIESEL^^DIXIE","CLASS C MH","24","0","","0","NO","NO","6K1ZA0070","O","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27487","F906035","2019","JAYCO","REDHAWK","25R","NEW","0","16 JUL 18","9","0.00","78,788.00","58,290.00","","NANTUCKET","LFT","2019 JAYCO REDHAWK 25R","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","25","0","","0","NO","NO","9K1XR0121","O","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27488","F295824","2019","JAYCO","REDHAWK","26XD","NEW","0","16 JUL 18","9","0.00","78,438.00","58,040.00","","NANTUCKET","LFT","2019 JAYCO REDHAWK 26XD","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","26","0","","0","NO","NO","4K1XD0176","O","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27489","F801289","2019","JAYCO","GREYHAWK","26Y","NEW","0","16 JUL 18","9","0.00","94,048.00","69,190.00","","REGAL","LFT","2019 JAYCO GREYHAWK 26Y","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","26","0","","0","NO","NO","7K1MY0128","O","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27490","F162838","2019","JAYCO","GREYHAWK","29MV","NEW","0","16 JUL 18","9","0.00","100,334.00","73,680.00","","REGAL","LFT","2019 JAYCO GREYHAWK 29MV","CUSTOMER VALUE PACKAGE^^REFRIGERATOR^^A/C 11,00 BTU^^DIXIE","CLASS C MH","29","0","","0","NO","NO","1K1MV0199","O","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27491","F933817","2019","JAYCO","GREYHAWK","30XP","NEW","0","16 JUL 18","9","0.00","107,194.00","78,580.00","","UMBER","LFT","2019 JAYCO GREYHAWK 30XP","CUSTOMER VALUE PACKAGE^^REFRIGERATOR^^A/C 11,00 BTU^^RIMS, ALUMINUM^^DIXIE","CLASS C MH","30","0","","0","NO","NO","0K1BX0051","O","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
